t_s,model_name,phase_rad,frequency_hz,omega_rad_s,phase_error_rad,leader_period_estimate_s,leader_flash_event,follower_flash_event,leader_flash_event_used,follower_frequency_estimate_hz
0.58,eapf,5.991815,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.59,eapf,6.087478,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.6,eapf,6.183141,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.61,eapf,6.278804,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.62,eapf,0.091282,1.522525,9.566307,0.0,0.5,0,1,0,1.522525
0.63,eapf,0.186945,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.64,eapf,0.282608,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.65,eapf,0.378271,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.66,eapf,0.473934,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.67,eapf,0.569597,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.68,eapf,0.665261,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.69,eapf,0.760924,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.7,eapf,0.856587,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.71,eapf,0.95225,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.72,eapf,1.047913,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.73,eapf,1.143576,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.74,eapf,1.239239,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.75,eapf,1.334902,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.76,eapf,1.430565,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.77,eapf,1.526228,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.78,eapf,1.621891,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.79,eapf,1.717554,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.8,eapf,1.813217,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.81,eapf,1.90888,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.82,eapf,2.004543,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.83,eapf,2.100207,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.84,eapf,2.19587,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.85,eapf,2.291533,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.86,eapf,2.387196,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.87,eapf,2.482859,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.88,eapf,2.578522,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.89,eapf,2.674185,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.9,eapf,2.769848,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.91,eapf,2.865511,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.92,eapf,2.961174,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.93,eapf,3.056837,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.94,eapf,3.1525,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.95,eapf,3.248163,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.96,eapf,3.343826,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.97,eapf,3.439489,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.98,eapf,3.535153,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
0.99,eapf,3.630816,1.522525,9.566307,0.0,0.5,0,0,0,1.522525
1.0,eapf,4.493491,1.563216,9.821977,2.556707,0.5,1,0,1,1.563216
1.01,eapf,4.59171,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.02,eapf,4.68993,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.03,eapf,4.78815,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.04,eapf,4.88637,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.05,eapf,4.98459,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.06,eapf,5.082809,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.07,eapf,5.181029,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.08,eapf,5.279249,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.09,eapf,5.377469,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.1,eapf,5.475688,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.11,eapf,5.573908,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.12,eapf,5.672128,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.13,eapf,5.770348,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.14,eapf,5.868567,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.15,eapf,5.966787,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.16,eapf,6.065007,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.17,eapf,6.163227,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.18,eapf,6.261447,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.19,eapf,0.076481,1.563216,9.821977,0.0,0.5,0,1,0,1.563216
1.2,eapf,0.174701,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.21,eapf,0.272921,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.22,eapf,0.37114,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.23,eapf,0.46936,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.24,eapf,0.56758,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.25,eapf,0.6658,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.26,eapf,0.764019,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.27,eapf,0.862239,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.28,eapf,0.960459,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.29,eapf,1.058679,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.3,eapf,1.156899,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.31,eapf,1.255118,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.32,eapf,1.353338,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.33,eapf,1.451558,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.34,eapf,1.549778,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.35,eapf,1.647997,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.36,eapf,1.746217,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.37,eapf,1.844437,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.38,eapf,1.942657,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.39,eapf,2.040877,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.4,eapf,2.139096,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.41,eapf,2.237316,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.42,eapf,2.335536,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.43,eapf,2.433756,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.44,eapf,2.531975,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.45,eapf,2.630195,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.46,eapf,2.728415,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.47,eapf,2.826635,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.48,eapf,2.924854,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.49,eapf,3.023074,1.563216,9.821977,0.0,0.5,0,0,0,1.563216
1.5,eapf,2.184906,1.513539,9.509848,-3.121294,0.5,1,0,1,1.513539
1.51,eapf,2.280004,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.52,eapf,2.375103,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.53,eapf,2.470201,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.54,eapf,2.5653,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.55,eapf,2.660398,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.56,eapf,2.755497,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.57,eapf,2.850595,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.58,eapf,2.945694,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.59,eapf,3.040792,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.6,eapf,3.135891,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.61,eapf,3.230989,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.62,eapf,3.326088,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.63,eapf,3.421186,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.64,eapf,3.516285,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.65,eapf,3.611383,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.66,eapf,3.706482,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.67,eapf,3.80158,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.68,eapf,3.896678,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.69,eapf,3.991777,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.7,eapf,4.086875,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.71,eapf,4.181974,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.72,eapf,4.277072,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.73,eapf,4.372171,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.74,eapf,4.467269,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.75,eapf,4.562368,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.76,eapf,4.657466,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.77,eapf,4.752565,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.78,eapf,4.847663,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.79,eapf,4.942762,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.8,eapf,5.03786,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.81,eapf,5.132959,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.82,eapf,5.228057,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.83,eapf,5.323156,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.84,eapf,5.418254,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.85,eapf,5.513353,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.86,eapf,5.608451,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.87,eapf,5.70355,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.88,eapf,5.798648,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.89,eapf,5.893747,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.9,eapf,5.988845,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.91,eapf,6.083943,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.92,eapf,6.179042,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.93,eapf,6.27414,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.94,eapf,0.086054,1.513539,9.509848,0.0,0.5,0,1,0,1.513539
1.95,eapf,0.181152,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.96,eapf,0.276251,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.97,eapf,0.371349,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.98,eapf,0.466448,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
1.99,eapf,0.561546,1.513539,9.509848,0.0,0.5,0,0,0,1.513539
2.0,eapf,0.459651,1.503088,9.444184,-0.656645,0.5,1,0,1,1.503088
2.01,eapf,0.554093,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.02,eapf,0.648535,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.03,eapf,0.742977,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.04,eapf,0.837418,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.05,eapf,0.93186,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.06,eapf,1.026302,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.07,eapf,1.120744,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.08,eapf,1.215186,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.09,eapf,1.309628,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.1,eapf,1.40407,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.11,eapf,1.498511,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.12,eapf,1.592953,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.13,eapf,1.687395,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.14,eapf,1.781837,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.15,eapf,1.876279,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.16,eapf,1.970721,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.17,eapf,2.065162,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.18,eapf,2.159604,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.19,eapf,2.254046,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.2,eapf,2.348488,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.21,eapf,2.44293,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.22,eapf,2.537372,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.23,eapf,2.631813,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.24,eapf,2.726255,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.25,eapf,2.820697,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.26,eapf,2.915139,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.27,eapf,3.009581,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.28,eapf,3.104023,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.29,eapf,3.198464,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.3,eapf,3.292906,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.31,eapf,3.387348,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.32,eapf,3.48179,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.33,eapf,3.576232,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.34,eapf,3.670674,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.35,eapf,3.765115,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.36,eapf,3.859557,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.37,eapf,3.953999,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.38,eapf,4.048441,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.39,eapf,4.142883,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.4,eapf,4.237325,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.41,eapf,4.331766,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.42,eapf,4.426208,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.43,eapf,4.52065,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.44,eapf,4.615092,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.45,eapf,4.709534,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.46,eapf,4.803976,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.47,eapf,4.898417,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.48,eapf,4.992859,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.49,eapf,5.087301,1.503088,9.444184,0.0,0.5,0,0,0,1.503088
2.5,eapf,5.512176,1.520618,9.554328,1.101442,0.5,1,0,1,1.520618
2.51,eapf,5.607719,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.52,eapf,5.703262,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.53,eapf,5.798805,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.54,eapf,5.894349,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.55,eapf,5.989892,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.56,eapf,6.085435,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.57,eapf,6.180979,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.58,eapf,6.276522,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.59,eapf,0.08888,1.520618,9.554328,0.0,0.5,0,1,0,1.520618
2.6,eapf,0.184423,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.61,eapf,0.279966,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.62,eapf,0.37551,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.63,eapf,0.471053,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.64,eapf,0.566596,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.65,eapf,0.662139,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.66,eapf,0.757683,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.67,eapf,0.853226,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.68,eapf,0.948769,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.69,eapf,1.044313,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.7,eapf,1.139856,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.71,eapf,1.235399,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.72,eapf,1.330942,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.73,eapf,1.426486,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.74,eapf,1.522029,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.75,eapf,1.617572,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.76,eapf,1.713116,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.77,eapf,1.808659,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.78,eapf,1.904202,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.79,eapf,1.999745,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.8,eapf,2.095289,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.81,eapf,2.190832,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.82,eapf,2.286375,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.83,eapf,2.381918,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.84,eapf,2.477462,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.85,eapf,2.573005,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.86,eapf,2.668548,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.87,eapf,2.764092,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.88,eapf,2.859635,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.89,eapf,2.955178,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.9,eapf,3.050721,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.91,eapf,3.146265,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.92,eapf,3.241808,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.93,eapf,3.337351,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.94,eapf,3.432895,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.95,eapf,3.528438,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.96,eapf,3.623981,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.97,eapf,3.719524,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.98,eapf,3.815068,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
2.99,eapf,3.910611,1.520618,9.554328,0.0,0.5,0,0,0,1.520618
3.0,eapf,4.689264,1.556859,9.782031,2.277031,0.5,1,0,1,1.556859
3.01,eapf,4.787084,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.02,eapf,4.884904,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.03,eapf,4.982724,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.04,eapf,5.080545,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.05,eapf,5.178365,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.06,eapf,5.276185,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.07,eapf,5.374006,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.08,eapf,5.471826,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.09,eapf,5.569646,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.1,eapf,5.667467,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.11,eapf,5.765287,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.12,eapf,5.863107,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.13,eapf,5.960928,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.14,eapf,6.058748,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.15,eapf,6.156568,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.16,eapf,6.254388,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.17,eapf,0.069023,1.556859,9.782031,0.0,0.5,0,1,0,1.556859
3.18,eapf,0.166844,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.19,eapf,0.264664,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.2,eapf,0.362484,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.21,eapf,0.460305,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.22,eapf,0.558125,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.23,eapf,0.655945,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.24,eapf,0.753766,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.25,eapf,0.851586,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
3.26,eapf,0.949406,1.556859,9.782031,0.0,0.5,0,0,0,1.556859
