t_s,model_name,phase,leader_flash_event,follower_flash_event,refractory_active,leader_flash_event_used,phase_before_coupling,phase_after_coupling
0.83,pco_if,0.594,0,0,0,0,0.576,0.594
0.84,pco_if,0.612,0,0,0,0,0.594,0.612
0.85,pco_if,0.63,0,0,0,0,0.612,0.63
0.86,pco_if,0.648,0,0,0,0,0.63,0.648
0.87,pco_if,0.666,0,0,0,0,0.648,0.666
0.88,pco_if,0.684,0,0,0,0,0.666,0.684
0.89,pco_if,0.702,0,0,0,0,0.684,0.702
0.9,pco_if,0.72,0,0,0,0,0.702,0.72
0.91,pco_if,0.738,0,0,0,0,0.72,0.738
0.92,pco_if,0.756,0,0,0,0,0.738,0.756
0.93,pco_if,0.774,0,0,0,0,0.756,0.774
0.94,pco_if,0.792,0,0,0,0,0.774,0.792
0.95,pco_if,0.81,0,0,0,0,0.792,0.81
0.96,pco_if,0.828,0,0,0,0,0.81,0.828
0.97,pco_if,0.846,0,0,0,0,0.828,0.846
0.98,pco_if,0.864,0,0,0,0,0.846,0.864
0.99,pco_if,0.882,0,0,0,0,0.864,0.882
1.0,pco_if,0.0,1,1,1,1,0.882,1.0
1.01,pco_if,0.018,0,0,1,0,0.0,0.018
1.02,pco_if,0.036,0,0,1,0,0.018,0.036
1.03,pco_if,0.054,0,0,1,0,0.036,0.054
1.04,pco_if,0.072,0,0,1,0,0.054,0.072
1.05,pco_if,0.09,0,0,0,0,0.072,0.09
1.06,pco_if,0.108,0,0,0,0,0.09,0.108
1.07,pco_if,0.126,0,0,0,0,0.108,0.126
1.08,pco_if,0.144,0,0,0,0,0.126,0.144
1.09,pco_if,0.162,0,0,0,0,0.144,0.162
1.1,pco_if,0.18,0,0,0,0,0.162,0.18
1.11,pco_if,0.198,0,0,0,0,0.18,0.198
1.12,pco_if,0.216,0,0,0,0,0.198,0.216
1.13,pco_if,0.234,0,0,0,0,0.216,0.234
1.14,pco_if,0.252,0,0,0,0,0.234,0.252
1.15,pco_if,0.27,0,0,0,0,0.252,0.27
1.16,pco_if,0.288,0,0,0,0,0.27,0.288
1.17,pco_if,0.306,0,0,0,0,0.288,0.306
1.18,pco_if,0.324,0,0,0,0,0.306,0.324
1.19,pco_if,0.342,0,0,0,0,0.324,0.342
1.2,pco_if,0.36,0,0,0,0,0.342,0.36
1.21,pco_if,0.378,0,0,0,0,0.36,0.378
1.22,pco_if,0.396,0,0,0,0,0.378,0.396
1.23,pco_if,0.414,0,0,0,0,0.396,0.414
1.24,pco_if,0.432,0,0,0,0,0.414,0.432
1.25,pco_if,0.45,0,0,0,0,0.432,0.45
1.26,pco_if,0.468,0,0,0,0,0.45,0.468
1.27,pco_if,0.486,0,0,0,0,0.468,0.486
1.28,pco_if,0.504,0,0,0,0,0.486,0.504
1.29,pco_if,0.522,0,0,0,0,0.504,0.522
1.3,pco_if,0.54,0,0,0,0,0.522,0.54
1.31,pco_if,0.558,0,0,0,0,0.54,0.558
1.32,pco_if,0.576,0,0,0,0,0.558,0.576
1.33,pco_if,0.594,0,0,0,0,0.576,0.594
1.34,pco_if,0.612,0,0,0,0,0.594,0.612
1.35,pco_if,0.63,0,0,0,0,0.612,0.63
1.36,pco_if,0.648,0,0,0,0,0.63,0.648
1.37,pco_if,0.666,0,0,0,0,0.648,0.666
1.38,pco_if,0.684,0,0,0,0,0.666,0.684
1.39,pco_if,0.702,0,0,0,0,0.684,0.702
1.4,pco_if,0.72,0,0,0,0,0.702,0.72
1.41,pco_if,0.738,0,0,0,0,0.72,0.738
1.42,pco_if,0.756,0,0,0,0,0.738,0.756
1.43,pco_if,0.774,0,0,0,0,0.756,0.774
1.44,pco_if,0.792,0,0,0,0,0.774,0.792
1.45,pco_if,0.81,0,0,0,0,0.792,0.81
1.46,pco_if,0.828,0,0,0,0,0.81,0.828
1.47,pco_if,0.846,0,0,0,0,0.828,0.846
1.48,pco_if,0.864,0,0,0,0,0.846,0.864
1.49,pco_if,0.882,0,0,0,0,0.864,0.882
1.5,pco_if,0.0,1,1,1,1,0.882,1.0
1.51,pco_if,0.018,0,0,1,0,0.0,0.018
1.52,pco_if,0.036,0,0,1,0,0.018,0.036
1.53,pco_if,0.054,0,0,1,0,0.036,0.054
1.54,pco_if,0.072,0,0,1,0,0.054,0.072
1.55,pco_if,0.09,0,0,0,0,0.072,0.09
1.56,pco_if,0.108,0,0,0,0,0.09,0.108
1.57,pco_if,0.126,0,0,0,0,0.108,0.126
1.58,pco_if,0.144,0,0,0,0,0.126,0.144
1.59,pco_if,0.162,0,0,0,0,0.144,0.162
1.6,pco_if,0.18,0,0,0,0,0.162,0.18
1.61,pco_if,0.198,0,0,0,0,0.18,0.198
1.62,pco_if,0.216,0,0,0,0,0.198,0.216
1.63,pco_if,0.234,0,0,0,0,0.216,0.234
1.64,pco_if,0.252,0,0,0,0,0.234,0.252
1.65,pco_if,0.27,0,0,0,0,0.252,0.27
1.66,pco_if,0.288,0,0,0,0,0.27,0.288
1.67,pco_if,0.306,0,0,0,0,0.288,0.306
1.68,pco_if,0.324,0,0,0,0,0.306,0.324
1.69,pco_if,0.342,0,0,0,0,0.324,0.342
1.7,pco_if,0.36,0,0,0,0,0.342,0.36
1.71,pco_if,0.378,0,0,0,0,0.36,0.378
1.72,pco_if,0.396,0,0,0,0,0.378,0.396
1.73,pco_if,0.414,0,0,0,0,0.396,0.414
1.74,pco_if,0.432,0,0,0,0,0.414,0.432
1.75,pco_if,0.45,0,0,0,0,0.432,0.45
1.76,pco_if,0.468,0,0,0,0,0.45,0.468
1.77,pco_if,0.486,0,0,0,0,0.468,0.486
1.78,pco_if,0.504,0,0,0,0,0.486,0.504
1.79,pco_if,0.522,0,0,0,0,0.504,0.522
1.8,pco_if,0.54,0,0,0,0,0.522,0.54
1.81,pco_if,0.558,0,0,0,0,0.54,0.558
1.82,pco_if,0.576,0,0,0,0,0.558,0.576
1.83,pco_if,0.594,0,0,0,0,0.576,0.594
1.84,pco_if,0.612,0,0,0,0,0.594,0.612
1.85,pco_if,0.63,0,0,0,0,0.612,0.63
1.86,pco_if,0.648,0,0,0,0,0.63,0.648
1.87,pco_if,0.666,0,0,0,0,0.648,0.666
1.88,pco_if,0.684,0,0,0,0,0.666,0.684
1.89,pco_if,0.702,0,0,0,0,0.684,0.702
1.9,pco_if,0.72,0,0,0,0,0.702,0.72
1.91,pco_if,0.738,0,0,0,0,0.72,0.738
1.92,pco_if,0.756,0,0,0,0,0.738,0.756
1.93,pco_if,0.774,0,0,0,0,0.756,0.774
1.94,pco_if,0.792,0,0,0,0,0.774,0.792
1.95,pco_if,0.81,0,0,0,0,0.792,0.81
1.96,pco_if,0.828,0,0,0,0,0.81,0.828
1.97,pco_if,0.846,0,0,0,0,0.828,0.846
1.98,pco_if,0.864,0,0,0,0,0.846,0.864
1.99,pco_if,0.882,0,0,0,0,0.864,0.882
2.0,pco_if,0.0,1,1,1,1,0.882,1.0
2.01,pco_if,0.018,0,0,1,0,0.0,0.018
2.02,pco_if,0.036,0,0,1,0,0.018,0.036
2.03,pco_if,0.054,0,0,1,0,0.036,0.054
2.04,pco_if,0.072,0,0,1,0,0.054,0.072
2.05,pco_if,0.09,0,0,0,0,0.072,0.09
2.06,pco_if,0.108,0,0,0,0,0.09,0.108
2.07,pco_if,0.126,0,0,0,0,0.108,0.126
2.08,pco_if,0.144,0,0,0,0,0.126,0.144
2.09,pco_if,0.162,0,0,0,0,0.144,0.162
2.1,pco_if,0.18,0,0,0,0,0.162,0.18
2.11,pco_if,0.198,0,0,0,0,0.18,0.198
2.12,pco_if,0.216,0,0,0,0,0.198,0.216
2.13,pco_if,0.234,0,0,0,0,0.216,0.234
2.14,pco_if,0.252,0,0,0,0,0.234,0.252
2.15,pco_if,0.27,0,0,0,0,0.252,0.27
2.16,pco_if,0.288,0,0,0,0,0.27,0.288
2.17,pco_if,0.306,0,0,0,0,0.288,0.306
2.18,pco_if,0.324,0,0,0,0,0.306,0.324
2.19,pco_if,0.342,0,0,0,0,0.324,0.342
2.2,pco_if,0.36,0,0,0,0,0.342,0.36
2.21,pco_if,0.378,0,0,0,0,0.36,0.378
2.22,pco_if,0.396,0,0,0,0,0.378,0.396
2.23,pco_if,0.414,0,0,0,0,0.396,0.414
2.24,pco_if,0.432,0,0,0,0,0.414,0.432
2.25,pco_if,0.45,0,0,0,0,0.432,0.45
2.26,pco_if,0.468,0,0,0,0,0.45,0.468
2.27,pco_if,0.486,0,0,0,0,0.468,0.486
2.28,pco_if,0.504,0,0,0,0,0.486,0.504
2.29,pco_if,0.522,0,0,0,0,0.504,0.522
2.3,pco_if,0.54,0,0,0,0,0.522,0.54
2.31,pco_if,0.558,0,0,0,0,0.54,0.558
2.32,pco_if,0.576,0,0,0,0,0.558,0.576
2.33,pco_if,0.594,0,0,0,0,0.576,0.594
2.34,pco_if,0.612,0,0,0,0,0.594,0.612
2.35,pco_if,0.63,0,0,0,0,0.612,0.63
2.36,pco_if,0.648,0,0,0,0,0.63,0.648
2.37,pco_if,0.666,0,0,0,0,0.648,0.666
2.38,pco_if,0.684,0,0,0,0,0.666,0.684
2.39,pco_if,0.702,0,0,0,0,0.684,0.702
2.4,pco_if,0.72,0,0,0,0,0.702,0.72
2.41,pco_if,0.738,0,0,0,0,0.72,0.738
2.42,pco_if,0.756,0,0,0,0,0.738,0.756
2.43,pco_if,0.774,0,0,0,0,0.756,0.774
2.44,pco_if,0.792,0,0,0,0,0.774,0.792
2.45,pco_if,0.81,0,0,0,0,0.792,0.81
2.46,pco_if,0.828,0,0,0,0,0.81,0.828
2.47,pco_if,0.846,0,0,0,0,0.828,0.846
2.48,pco_if,0.864,0,0,0,0,0.846,0.864
2.49,pco_if,0.882,0,0,0,0,0.864,0.882
2.5,pco_if,0.0,1,1,1,1,0.882,1.0
2.51,pco_if,0.018,0,0,1,0,0.0,0.018
2.52,pco_if,0.036,0,0,1,0,0.018,0.036
2.53,pco_if,0.054,0,0,1,0,0.036,0.054
2.54,pco_if,0.072,0,0,1,0,0.054,0.072
2.55,pco_if,0.09,0,0,0,0,0.072,0.09
2.56,pco_if,0.108,0,0,0,0,0.09,0.108
2.57,pco_if,0.126,0,0,0,0,0.108,0.126
2.58,pco_if,0.144,0,0,0,0,0.126,0.144
2.59,pco_if,0.162,0,0,0,0,0.144,0.162
2.6,pco_if,0.18,0,0,0,0,0.162,0.18
2.61,pco_if,0.198,0,0,0,0,0.18,0.198
2.62,pco_if,0.216,0,0,0,0,0.198,0.216
2.63,pco_if,0.234,0,0,0,0,0.216,0.234
2.64,pco_if,0.252,0,0,0,0,0.234,0.252
2.65,pco_if,0.27,0,0,0,0,0.252,0.27
2.66,pco_if,0.288,0,0,0,0,0.27,0.288
2.67,pco_if,0.306,0,0,0,0,0.288,0.306
2.68,pco_if,0.324,0,0,0,0,0.306,0.324
2.69,pco_if,0.342,0,0,0,0,0.324,0.342
2.7,pco_if,0.36,0,0,0,0,0.342,0.36
2.71,pco_if,0.378,0,0,0,0,0.36,0.378
2.72,pco_if,0.396,0,0,0,0,0.378,0.396
2.73,pco_if,0.414,0,0,0,0,0.396,0.414
2.74,pco_if,0.432,0,0,0,0,0.414,0.432
2.75,pco_if,0.45,0,0,0,0,0.432,0.45
2.76,pco_if,0.468,0,0,0,0,0.45,0.468
2.77,pco_if,0.486,0,0,0,0,0.468,0.486
2.78,pco_if,0.504,0,0,0,0,0.486,0.504
2.79,pco_if,0.522,0,0,0,0,0.504,0.522
2.8,pco_if,0.54,0,0,0,0,0.522,0.54
2.81,pco_if,0.558,0,0,0,0,0.54,0.558
2.82,pco_if,0.576,0,0,0,0,0.558,0.576
2.83,pco_if,0.594,0,0,0,0,0.576,0.594
2.84,pco_if,0.612,0,0,0,0,0.594,0.612
2.85,pco_if,0.63,0,0,0,0,0.612,0.63
2.86,pco_if,0.648,0,0,0,0,0.63,0.648
2.87,pco_if,0.666,0,0,0,0,0.648,0.666
2.88,pco_if,0.684,0,0,0,0,0.666,0.684
2.89,pco_if,0.702,0,0,0,0,0.684,0.702
2.9,pco_if,0.72,0,0,0,0,0.702,0.72
2.91,pco_if,0.738,0,0,0,0,0.72,0.738
2.92,pco_if,0.756,0,0,0,0,0.738,0.756
2.93,pco_if,0.774,0,0,0,0,0.756,0.774
2.94,pco_if,0.792,0,0,0,0,0.774,0.792
2.95,pco_if,0.81,0,0,0,0,0.792,0.81
2.96,pco_if,0.828,0,0,0,0,0.81,0.828
2.97,pco_if,0.846,0,0,0,0,0.828,0.846
2.98,pco_if,0.864,0,0,0,0,0.846,0.864
2.99,pco_if,0.882,0,0,0,0,0.864,0.882
3.0,pco_if,0.0,1,1,1,1,0.882,1.0
3.01,pco_if,0.018,0,0,1,0,0.0,0.018
3.02,pco_if,0.036,0,0,1,0,0.018,0.036
3.03,pco_if,0.054,0,0,1,0,0.036,0.054
3.04,pco_if,0.072,0,0,1,0,0.054,0.072
3.05,pco_if,0.09,0,0,0,0,0.072,0.09
3.06,pco_if,0.108,0,0,0,0,0.09,0.108
3.07,pco_if,0.126,0,0,0,0,0.108,0.126
3.08,pco_if,0.144,0,0,0,0,0.126,0.144
3.09,pco_if,0.162,0,0,0,0,0.144,0.162
3.1,pco_if,0.18,0,0,0,0,0.162,0.18
3.11,pco_if,0.198,0,0,0,0,0.18,0.198
3.12,pco_if,0.216,0,0,0,0,0.198,0.216
3.13,pco_if,0.234,0,0,0,0,0.216,0.234
3.14,pco_if,0.252,0,0,0,0,0.234,0.252
3.15,pco_if,0.27,0,0,0,0,0.252,0.27
3.16,pco_if,0.288,0,0,0,0,0.27,0.288
3.17,pco_if,0.306,0,0,0,0,0.288,0.306
3.18,pco_if,0.324,0,0,0,0,0.306,0.324
3.19,pco_if,0.342,0,0,0,0,0.324,0.342
3.2,pco_if,0.36,0,0,0,0,0.342,0.36
3.21,pco_if,0.378,0,0,0,0,0.36,0.378
3.22,pco_if,0.396,0,0,0,0,0.378,0.396
3.23,pco_if,0.414,0,0,0,0,0.396,0.414
3.24,pco_if,0.432,0,0,0,0,0.414,0.432
3.25,pco_if,0.45,0,0,0,0,0.432,0.45
3.26,pco_if,0.468,0,0,0,0,0.45,0.468
3.27,pco_if,0.486,0,0,0,0,0.468,0.486
3.28,pco_if,0.504,0,0,0,0,0.486,0.504
3.29,pco_if,0.522,0,0,0,0,0.504,0.522
3.3,pco_if,0.54,0,0,0,0,0.522,0.54
3.31,pco_if,0.558,0,0,0,0,0.54,0.558
3.32,pco_if,0.576,0,0,0,0,0.558,0.576
3.33,pco_if,0.594,0,0,0,0,0.576,0.594
3.34,pco_if,0.612,0,0,0,0,0.594,0.612
3.35,pco_if,0.63,0,0,0,0,0.612,0.63
3.36,pco_if,0.648,0,0,0,0,0.63,0.648
3.37,pco_if,0.666,0,0,0,0,0.648,0.666
3.38,pco_if,0.684,0,0,0,0,0.666,0.684
3.39,pco_if,0.702,0,0,0,0,0.684,0.702
3.4,pco_if,0.72,0,0,0,0,0.702,0.72
3.41,pco_if,0.738,0,0,0,0,0.72,0.738
3.42,pco_if,0.756,0,0,0,0,0.738,0.756
3.43,pco_if,0.774,0,0,0,0,0.756,0.774
3.44,pco_if,0.792,0,0,0,0,0.774,0.792
3.45,pco_if,0.81,0,0,0,0,0.792,0.81
3.46,pco_if,0.828,0,0,0,0,0.81,0.828
3.47,pco_if,0.846,0,0,0,0,0.828,0.846
3.48,pco_if,0.864,0,0,0,0,0.846,0.864
3.49,pco_if,0.882,0,0,0,0,0.864,0.882
3.5,pco_if,0.0,1,1,1,1,0.882,1.0
3.51,pco_if,0.018,0,0,1,0,0.0,0.018
3.52,pco_if,0.036,0,0,1,0,0.018,0.036
3.53,pco_if,0.054,0,0,1,0,0.036,0.054
3.54,pco_if,0.072,0,0,1,0,0.054,0.072
3.55,pco_if,0.09,0,0,0,0,0.072,0.09
3.56,pco_if,0.108,0,0,0,0,0.09,0.108
3.57,pco_if,0.126,0,0,0,0,0.108,0.126
3.58,pco_if,0.144,0,0,0,0,0.126,0.144
3.59,pco_if,0.162,0,0,0,0,0.144,0.162
3.6,pco_if,0.18,0,0,0,0,0.162,0.18
3.61,pco_if,0.198,0,0,0,0,0.18,0.198
3.62,pco_if,0.216,0,0,0,0,0.198,0.216
3.63,pco_if,0.234,0,0,0,0,0.216,0.234
3.64,pco_if,0.252,0,0,0,0,0.234,0.252
3.65,pco_if,0.27,0,0,0,0,0.252,0.27
3.66,pco_if,0.288,0,0,0,0,0.27,0.288
3.67,pco_if,0.306,0,0,0,0,0.288,0.306
3.68,pco_if,0.324,0,0,0,0,0.306,0.324
3.69,pco_if,0.342,0,0,0,0,0.324,0.342
3.7,pco_if,0.36,0,0,0,0,0.342,0.36
3.71,pco_if,0.378,0,0,0,0,0.36,0.378
3.72,pco_if,0.396,0,0,0,0,0.378,0.396
3.73,pco_if,0.414,0,0,0,0,0.396,0.414
3.74,pco_if,0.432,0,0,0,0,0.414,0.432
3.75,pco_if,0.45,0,0,0,0,0.432,0.45
3.76,pco_if,0.468,0,0,0,0,0.45,0.468
3.77,pco_if,0.486,0,0,0,0,0.468,0.486
3.78,pco_if,0.504,0,0,0,0,0.486,0.504
3.79,pco_if,0.522,0,0,0,0,0.504,0.522
3.8,pco_if,0.54,0,0,0,0,0.522,0.54
3.81,pco_if,0.558,0,0,0,0,0.54,0.558
3.82,pco_if,0.576,0,0,0,0,0.558,0.576
3.83,pco_if,0.594,0,0,0,0,0.576,0.594
3.84,pco_if,0.612,0,0,0,0,0.594,0.612
3.85,pco_if,0.63,0,0,0,0,0.612,0.63
3.86,pco_if,0.648,0,0,0,0,0.63,0.648
3.87,pco_if,0.666,0,0,0,0,0.648,0.666
3.88,pco_if,0.684,0,0,0,0,0.666,0.684
3.89,pco_if,0.702,0,0,0,0,0.684,0.702
3.9,pco_if,0.72,0,0,0,0,0.702,0.72
3.91,pco_if,0.738,0,0,0,0,0.72,0.738
3.92,pco_if,0.756,0,0,0,0,0.738,0.756
3.93,pco_if,0.774,0,0,0,0,0.756,0.774
3.94,pco_if,0.792,0,0,0,0,0.774,0.792
3.95,pco_if,0.81,0,0,0,0,0.792,0.81
3.96,pco_if,0.828,0,0,0,0,0.81,0.828
3.97,pco_if,0.846,0,0,0,0,0.828,0.846
3.98,pco_if,0.864,0,0,0,0,0.846,0.864
3.99,pco_if,0.882,0,0,0,0,0.864,0.882
4.0,pco_if,0.0,1,1,1,1,0.882,1.0
4.01,pco_if,0.018,0,0,1,0,0.0,0.018
4.02,pco_if,0.036,0,0,1,0,0.018,0.036
4.03,pco_if,0.054,0,0,1,0,0.036,0.054
4.04,pco_if,0.072,0,0,1,0,0.054,0.072
4.05,pco_if,0.09,0,0,0,0,0.072,0.09
4.06,pco_if,0.108,0,0,0,0,0.09,0.108
4.07,pco_if,0.126,0,0,0,0,0.108,0.126
4.08,pco_if,0.144,0,0,0,0,0.126,0.144
4.09,pco_if,0.162,0,0,0,0,0.144,0.162
4.1,pco_if,0.18,0,0,0,0,0.162,0.18
4.11,pco_if,0.198,0,0,0,0,0.18,0.198
4.12,pco_if,0.216,0,0,0,0,0.198,0.216
4.13,pco_if,0.234,0,0,0,0,0.216,0.234
4.14,pco_if,0.252,0,0,0,0,0.234,0.252
4.15,pco_if,0.27,0,0,0,0,0.252,0.27
4.16,pco_if,0.288,0,0,0,0,0.27,0.288
4.17,pco_if,0.306,0,0,0,0,0.288,0.306
4.18,pco_if,0.324,0,0,0,0,0.306,0.324
4.19,pco_if,0.342,0,0,0,0,0.324,0.342
4.2,pco_if,0.36,0,0,0,0,0.342,0.36
4.21,pco_if,0.378,0,0,0,0,0.36,0.378
4.22,pco_if,0.396,0,0,0,0,0.378,0.396
4.23,pco_if,0.414,0,0,0,0,0.396,0.414
4.24,pco_if,0.432,0,0,0,0,0.414,0.432
4.25,pco_if,0.45,0,0,0,0,0.432,0.45
4.26,pco_if,0.468,0,0,0,0,0.45,0.468
4.27,pco_if,0.486,0,0,0,0,0.468,0.486
4.28,pco_if,0.504,0,0,0,0,0.486,0.504
4.29,pco_if,0.522,0,0,0,0,0.504,0.522
4.3,pco_if,0.54,0,0,0,0,0.522,0.54
4.31,pco_if,0.558,0,0,0,0,0.54,0.558
4.32,pco_if,0.576,0,0,0,0,0.558,0.576
4.33,pco_if,0.594,0,0,0,0,0.576,0.594
4.34,pco_if,0.612,0,0,0,0,0.594,0.612
4.35,pco_if,0.63,0,0,0,0,0.612,0.63
4.36,pco_if,0.648,0,0,0,0,0.63,0.648
4.37,pco_if,0.666,0,0,0,0,0.648,0.666
4.38,pco_if,0.684,0,0,0,0,0.666,0.684
4.39,pco_if,0.702,0,0,0,0,0.684,0.702
4.4,pco_if,0.72,0,0,0,0,0.702,0.72
4.41,pco_if,0.738,0,0,0,0,0.72,0.738
4.42,pco_if,0.756,0,0,0,0,0.738,0.756
4.43,pco_if,0.774,0,0,0,0,0.756,0.774
4.44,pco_if,0.792,0,0,0,0,0.774,0.792
4.45,pco_if,0.81,0,0,0,0,0.792,0.81
4.46,pco_if,0.828,0,0,0,0,0.81,0.828
4.47,pco_if,0.846,0,0,0,0,0.828,0.846
4.48,pco_if,0.864,0,0,0,0,0.846,0.864
4.49,pco_if,0.882,0,0,0,0,0.864,0.882
4.5,pco_if,0.0,1,1,1,1,0.882,1.0
4.51,pco_if,0.018,0,0,1,0,0.0,0.018
4.52,pco_if,0.036,0,0,1,0,0.018,0.036
4.53,pco_if,0.054,0,0,1,0,0.036,0.054
4.54,pco_if,0.072,0,0,1,0,0.054,0.072
4.55,pco_if,0.09,0,0,0,0,0.072,0.09
4.56,pco_if,0.108,0,0,0,0,0.09,0.108
4.57,pco_if,0.126,0,0,0,0,0.108,0.126
4.58,pco_if,0.144,0,0,0,0,0.126,0.144
4.59,pco_if,0.162,0,0,0,0,0.144,0.162
4.6,pco_if,0.18,0,0,0,0,0.162,0.18
4.61,pco_if,0.198,0,0,0,0,0.18,0.198
4.62,pco_if,0.216,0,0,0,0,0.198,0.216
4.63,pco_if,0.234,0,0,0,0,0.216,0.234
4.64,pco_if,0.252,0,0,0,0,0.234,0.252
4.65,pco_if,0.27,0,0,0,0,0.252,0.27
4.66,pco_if,0.288,0,0,0,0,0.27,0.288
4.67,pco_if,0.306,0,0,0,0,0.288,0.306
4.68,pco_if,0.324,0,0,0,0,0.306,0.324
4.69,pco_if,0.342,0,0,0,0,0.324,0.342
4.7,pco_if,0.36,0,0,0,0,0.342,0.36
4.71,pco_if,0.378,0,0,0,0,0.36,0.378
4.72,pco_if,0.396,0,0,0,0,0.378,0.396
