t_s,state,virtual_event,brightness,signal_norm
0.002906,0,0,0,0
0.00291,0,0,0,0
0.002913,0,0,0,0
0.002917,0,0,0,0
0.002921,0,0,0,0
0.002925,0,0,0,0
0.002928,0,0,0,0
0.002931,0,0,0,0
0.002934,0,0,0,0
0.002938,0,0,0,0
0.002941,0,0,0,0
0.002945,0,0,0,0
0.002948,0,0,0,0
0.002953,0,0,0,0
0.002957,0,0,0,0
0.002962,0,0,0,0
0.002965,0,0,0,0
0.002968,0,0,0,0
0.002972,0,0,0,0
0.002975,0,0,0,0
0.002978,0,0,0,0
0.002982,0,0,0,0
0.002985,0,0,0,0
0.002988,0,0,0,0
0.002991,0,0,0,0
0.002995,0,0,0,0
0.002998,0,0,0,0
0.003001,0,0,0,0
0.003006,0,0,0,0
0.003009,0,0,0,0
0.003014,0,0,0,0
0.003017,0,0,0,0
0.003021,0,0,0,0
0.003024,0,0,0,0
0.003027,0,0,0,0
0.003031,0,0,0,0
0.003034,0,0,0,0
0.003037,0,0,0,0
0.00304,0,0,0,0
0.003043,0,0,0,0
0.003047,0,0,0,0
0.00305,0,0,0,0
0.003053,0,0,0,0
0.003057,0,0,0,0
0.003061,0,0,0,0
0.003064,0,0,0,0
0.003068,0,0,0,0
0.003072,0,0,0,0
0.003076,0,0,0,0
0.003079,0,0,0,0
0.003083,0,0,0,0
0.003086,0,0,0,0
0.003089,0,0,0,0
0.003092,0,0,0,0
0.003096,0,0,0,0
0.0031,0,0,0,0
0.003104,0,0,0,0
0.003107,0,0,0,0
0.00311,0,0,0,0
0.003114,0,0,0,0
0.00312,0,0,0,0
0.003124,0,0,0,0
0.003127,0,0,0,0
0.00313,0,0,0,0
0.003134,0,0,0,0
0.003138,0,0,0,0
0.003141,0,0,0,0
0.003144,0,0,0,0
0.003148,0,0,0,0
0.003151,0,0,0,0
0.003155,0,0,0,0
0.003158,0,0,0,0
0.003161,0,0,0,0
0.003165,0,0,0,0
0.003168,0,0,0,0
0.003171,0,0,0,0
0.003176,0,0,0,0
0.00318,0,0,0,0
0.003183,0,0,0,0
0.003188,0,0,0,0
0.003192,0,0,0,0
0.003196,0,0,0,0
0.003199,0,0,0,0
0.003203,0,0,0,0
0.003206,0,0,0,0
0.003209,0,0,0,0
0.003213,0,0,0,0
0.003216,0,0,0,0
0.00322,0,0,0,0
0.003223,0,0,0,0
0.003226,0,0,0,0
0.00323,0,0,0,0
0.003235,0,0,0,0
0.003238,0,0,0,0
0.003242,0,0,0,0
0.003245,0,0,0,0
0.003248,0,0,0,0
0.003251,0,0,0,0
0.003255,0,0,0,0
0.003258,0,0,0,0
0.003262,0,0,0,0
0.003265,0,0,0,0
0.003268,0,0,0,0
0.003272,0,0,0,0
0.003275,0,0,0,0
0.003278,0,0,0,0
0.003283,0,0,0,0
0.003286,0,0,0,0
0.003291,0,0,0,0
0.003294,0,0,0,0
0.003298,0,0,0,0
0.003302,0,0,0,0
0.003306,0,0,0,0
0.003309,0,0,0,0
0.003312,0,0,0,0
0.003316,0,0,0,0
0.003319,0,0,0,0
0.003322,0,0,0,0
0.003325,0,0,0,0
0.003328,0,0,0,0
0.003332,0,0,0,0
0.003335,0,0,0,0
0.003338,0,0,0,0
0.003342,0,0,0,0
0.003346,0,0,0,0
0.00335,0,0,0,0
0.003353,0,0,0,0
0.003356,0,0,0,0
0.00336,0,0,0,0
0.003363,0,0,0,0
0.003366,0,0,0,0
0.003369,0,0,0,0
0.003374,0,0,0,0
0.003377,0,0,0,0
0.003381,0,0,0,0
0.003384,0,0,0,0
0.003387,0,0,0,0
0.003391,0,0,0,0
0.003394,0,0,0,0
0.003397,0,0,0,0
0.003401,0,0,0,0
0.003405,0,0,0,0
0.003409,0,0,0,0
0.003413,0,0,0,0
0.003416,0,0,0,0
0.00342,0,0,0,0
0.003423,0,0,0,0
0.003426,0,0,0,0
0.00343,0,0,0,0
0.003433,0,0,0,0
0.003436,0,0,0,0
0.003439,0,0,0,0
0.003443,0,0,0,0
0.003446,0,0,0,0
0.003449,0,0,0,0
0.003453,0,0,0,0
0.003457,0,0,0,0
0.003461,0,0,0,0
0.003465,0,0,0,0
0.003468,0,0,0,0
0.003472,0,0,0,0
0.003476,0,0,0,0
0.003479,0,0,0,0
0.003483,0,0,0,0
0.003486,0,0,0,0
0.003489,0,0,0,0
0.003492,0,0,0,0
0.003496,0,0,0,0
0.003499,0,0,0,0
0.003502,0,0,0,0
0.003505,0,0,0,0
0.00351,0,0,0,0
0.003515,0,0,0,0
0.003518,0,0,0,0
0.003522,0,0,0,0
0.003526,0,0,0,0
0.003529,0,0,0,0
0.003532,0,0,0,0
0.003536,0,0,0,0
0.003539,0,0,0,0
0.003542,0,0,0,0
0.003546,0,0,0,0
0.00355,0,0,0,0
0.003553,0,0,0,0
0.003557,0,0,0,0
0.00356,0,0,0,0
0.003564,0,0,0,0
0.003568,0,0,0,0
0.003572,0,0,0,0
0.003575,0,0,0,0
0.003578,0,0,0,0
0.003582,0,0,0,0
0.003585,0,0,0,0
0.003588,0,0,0,0
0.003591,0,0,0,0
0.003595,0,0,0,0
0.003598,0,0,0,0
0.003602,0,0,0,0
0.003605,0,0,0,0
0.003608,0,0,0,0
0.003611,0,0,0,0
0.003614,0,0,0,0
0.003618,0,0,0,0
0.003622,0,0,0,0
0.003626,0,0,0,0
0.003629,0,0,0,0
0.003634,0,0,0,0
0.003637,0,0,0,0
0.003642,0,0,0,0
0.003645,0,0,0,0
0.003649,0,0,0,0
0.003652,0,0,0,0
0.003656,0,0,0,0
0.003659,0,0,0,0
0.003663,0,0,0,0
0.003666,0,0,0,0
0.00367,0,0,0,0
0.003673,0,0,0,0
0.003677,0,0,0,0
0.003681,0,0,0,0
0.003685,0,0,0,0
0.003688,0,0,0,0
0.003691,0,0,0,0
0.003695,0,0,0,0
0.003698,0,0,0,0
0.003702,0,0,0,0
0.003705,0,0,0,0
0.003708,0,0,0,0
0.003711,0,0,0,0
0.003715,0,0,0,0
0.003718,0,0,0,0
0.003721,0,0,0,0
0.003725,0,0,0,0
0.003728,0,0,0,0
0.003732,0,0,0,0
0.003737,0,0,0,0
0.00374,0,0,0,0
0.003744,0,0,0,0
0.003748,0,0,0,0
0.003751,0,0,0,0
0.003755,0,0,0,0
0.003758,0,0,0,0
0.003761,0,0,0,0
0.003765,0,0,0,0
0.003768,0,0,0,0
0.003771,0,0,0,0
0.003775,0,0,0,0
0.003778,0,0,0,0
0.003781,0,0,0,0
0.003785,0,0,0,0
0.003788,0,0,0,0
0.003793,0,0,0,0
0.003797,0,0,0,0
0.003806,0,0,0,0
0.00381,0,0,0,0
0.003813,0,0,0,0
0.003817,0,0,0,0
0.003821,0,0,0,0
0.003824,0,0,0,0
0.003829,0,0,0,0
0.003832,0,0,0,0
0.003835,0,0,0,0
0.003839,0,0,0,0
0.003842,0,0,0,0
0.003845,0,0,0,0
0.003849,0,0,0,0
0.003852,0,0,0,0
0.003857,0,0,0,0
0.003861,0,0,0,0
0.003864,0,0,0,0
