t_s,state,virtual_event,brightness,signal_norm
0.001022,0,0,0,0
0.001026,0,0,0,0
0.001032,0,0,0,0
0.001036,0,0,0,0
0.00104,0,0,0,0
0.001044,0,0,0,0
0.001048,0,0,0,0
0.001051,0,0,0,0
0.001055,0,0,0,0
0.001059,0,0,0,0
0.001062,0,0,0,0
0.001067,0,0,0,0
0.001072,0,0,0,0
0.001077,0,0,0,0
0.001081,0,0,0,0
0.001085,0,0,0,0
0.001089,0,0,0,0
0.001093,0,0,0,0
0.001097,0,0,0,0
0.001101,0,0,0,0
0.001104,0,0,0,0
0.001108,0,0,0,0
0.001112,0,0,0,0
0.001116,0,0,0,0
0.00112,0,0,0,0
0.001123,0,0,0,0
0.001127,0,0,0,0
0.001131,0,0,0,0
0.001135,0,0,0,0
0.001139,0,0,0,0
0.001142,0,0,0,0
0.001147,0,0,0,0
0.001151,0,0,0,0
0.001155,0,0,0,0
0.00116,0,0,0,0
0.001163,0,0,0,0
0.001167,0,0,0,0
0.001173,0,0,0,0
0.001176,0,0,0,0
0.00118,0,0,0,0
0.001184,0,0,0,0
0.001188,0,0,0,0
0.001191,0,0,0,0
0.001195,0,0,0,0
0.0012,0,0,0,0
0.001204,0,0,0,0
0.001207,0,0,0,0
0.001211,0,0,0,0
0.001215,0,0,0,0
0.001218,0,0,0,0
0.001223,0,0,0,0
0.001227,0,0,0,0
0.001231,0,0,0,0
0.001234,0,0,0,0
0.001238,0,0,0,0
0.001242,0,0,0,0
0.001246,0,0,0,0
0.001249,0,0,0,0
0.001254,0,0,0,0
0.001258,0,0,0,0
0.001262,0,0,0,0
0.001266,0,0,0,0
0.001269,0,0,0,0
0.001273,0,0,0,0
0.001277,0,0,0,0
0.001281,0,0,0,0
0.001286,0,0,0,0
0.00129,0,0,0,0
0.001294,0,0,0,0
0.001298,0,0,0,0
0.001303,0,0,0,0
0.001307,0,0,0,0
0.001311,0,0,0,0
0.001314,0,0,0,0
0.001318,0,0,0,0
0.001322,0,0,0,0
0.001327,0,0,0,0
0.001331,0,0,0,0
0.001335,0,0,0,0
0.00134,0,0,0,0
0.001344,0,0,0,0
0.001347,0,0,0,0
0.001351,0,0,0,0
0.001355,0,0,0,0
0.001359,0,0,0,0
0.001362,0,0,0,0
0.001366,0,0,0,0
0.00137,0,0,0,0
0.001374,0,0,0,0
0.001378,0,0,0,0
0.001382,0,0,0,0
0.001386,0,0,0,0
0.00139,0,0,0,0
0.001394,0,0,0,0
0.001397,0,0,0,0
0.001401,0,0,0,0
0.001405,0,0,0,0
0.00141,0,0,0,0
0.001415,0,0,0,0
0.001419,0,0,0,0
0.001424,0,0,0,0
0.001427,0,0,0,0
0.001431,0,0,0,0
0.001435,0,0,0,0
0.001439,0,0,0,0
0.001443,0,0,0,0
0.001446,0,0,0,0
0.00145,0,0,0,0
0.001455,0,0,0,0
0.001459,0,0,0,0
0.001463,0,0,0,0
0.001467,0,0,0,0
0.001471,0,0,0,0
0.001475,0,0,0,0
0.001479,0,0,0,0
0.001482,0,0,0,0
0.001486,0,0,0,0
0.00149,0,0,0,0
0.001494,0,0,0,0
0.001497,0,0,0,0
0.001501,0,0,0,0
0.001505,0,0,0,0
0.00151,0,0,0,0
0.001514,0,0,0,0
0.001517,0,0,0,0
0.001521,0,0,0,0
0.001525,0,0,0,0
0.001529,0,0,0,0
0.001534,0,0,0,0
0.001539,0,0,0,0
0.001542,0,0,0,0
0.001546,0,0,0,0
0.00155,0,0,0,0
0.001555,0,0,0,0
0.001559,0,0,0,0
0.001562,0,0,0,0
0.001566,0,0,0,0
0.00157,0,0,0,0
0.001573,0,0,0,0
0.001578,0,0,0,0
0.001582,0,0,0,0
0.001586,0,0,0,0
0.00159,0,0,0,0
0.001595,0,0,0,0
0.001598,0,0,0,0
0.001602,0,0,0,0
0.001606,0,0,0,0
0.00161,0,0,0,0
0.001614,0,0,0,0
0.001618,0,0,0,0
0.001622,0,0,0,0
0.001626,0,0,0,0
0.00163,0,0,0,0
0.001633,0,0,0,0
0.001637,0,0,0,0
0.001641,0,0,0,0
0.001645,0,0,0,0
0.001648,0,0,0,0
0.001652,0,0,0,0
0.001656,0,0,0,0
0.00166,0,0,0,0
0.001665,0,0,0,0
0.001668,0,0,0,0
0.001672,0,0,0,0
0.001677,0,0,0,0
0.001681,0,0,0,0
0.001685,0,0,0,0
0.00169,0,0,0,0
0.001694,0,0,0,0
0.001698,0,0,0,0
0.001701,0,0,0,0
0.001706,0,0,0,0
0.00171,0,0,0,0
0.001715,0,0,0,0
0.001719,0,0,0,0
0.001723,0,0,0,0
0.001727,0,0,0,0
0.00173,0,0,0,0
0.001734,0,0,0,0
0.001738,0,0,0,0
0.001742,0,0,0,0
0.001746,0,0,0,0
0.001749,0,0,0,0
0.001753,0,0,0,0
0.001757,0,0,0,0
0.001762,0,0,0,0
0.001766,0,0,0,0
0.001771,0,0,0,0
0.001775,0,0,0,0
0.001779,0,0,0,0
0.001783,0,0,0,0
0.001786,0,0,0,0
0.00179,0,0,0,0
0.001795,0,0,0,0
0.001799,0,0,0,0
0.001802,0,0,0,0
0.001806,0,0,0,0
0.00181,0,0,0,0
0.001814,0,0,0,0
0.001818,0,0,0,0
0.001822,0,0,0,0
0.001825,0,0,0,0
0.001829,0,0,0,0
0.001834,0,0,0,0
0.001838,0,0,0,0
0.001841,0,0,0,0
0.001846,0,0,0,0
0.001851,0,0,0,0
0.001855,0,0,0,0
0.001858,0,0,0,0
0.001862,0,0,0,0
0.001866,0,0,0,0
0.00187,0,0,0,0
0.001873,0,0,0,0
0.001877,0,0,0,0
0.001881,0,0,0,0
0.001885,0,0,0,0
0.001889,0,0,0,0
0.001893,0,0,0,0
0.001897,0,0,0,0
0.0019,0,0,0,0
0.001904,0,0,0,0
0.001908,0,0,0,0
0.001912,0,0,0,0
0.001915,0,0,0,0
0.00192,0,0,0,0
0.001925,0,0,0,0
0.001928,0,0,0,0
0.001933,0,0,0,0
0.001937,0,0,0,0
0.001941,0,0,0,0
0.001944,0,0,0,0
0.001948,0,0,0,0
0.001952,0,0,0,0
0.001955,0,0,0,0
0.00196,0,0,0,0
0.001964,0,0,0,0
0.001968,0,0,0,0
0.001972,0,0,0,0
0.001976,0,0,0,0
0.001979,0,0,0,0
0.001983,0,0,0,0
0.001987,0,0,0,0
0.001991,0,0,0,0
0.001995,0,0,0,0
0.002,0,0,0,0
0.002004,0,0,0,0
0.002007,0,0,0,0
0.002011,0,0,0,0
0.002016,0,0,0,0
0.002019,0,0,0,0
0.002023,0,0,0,0
0.002027,0,0,0,0
0.002031,0,0,0,0
0.002034,0,0,0,0
0.002038,0,0,0,0
0.002042,0,0,0,0
0.002047,0,0,0,0
0.002051,0,0,0,0
0.002054,0,0,0,0
0.002058,0,0,0,0
0.002062,0,0,0,0
0.002066,0,0,0,0
0.002069,0,0,0,0
0.002073,0,0,0,0
0.002079,0,0,0,0
0.002084,0,0,0,0
0.002088,0,0,0,0
0.002091,0,0,0,0
0.002095,0,0,0,0
0.0021,0,0,0,0
0.002104,0,0,0,0
0.002108,0,0,0,0
0.002112,0,0,0,0
0.002116,0,0,0,0
0.002119,0,0,0,0
0.002123,0,0,0,0
0.002127,0,0,0,0
0.002139,0,0,0,0
0.002144,0,0,0,0
0.002148,0,0,0,0
0.002152,0,0,0,0
0.002155,0,0,0,0
0.002159,0,0,0,0
0.002164,0,0,0,0
0.002168,0,0,0,0
0.002172,0,0,0,0
0.002175,0,0,0,0
0.002179,0,0,0,0
0.002184,0,0,0,0
0.002188,0,0,0,0
0.002192,0,0,0,0
0.002196,0,0,0,0
0.0022,0,0,0,0
0.002204,0,0,0,0
0.002208,0,0,0,0
0.002212,0,0,0,0
0.002215,0,0,0,0
0.00222,0,0,0,0
0.002224,0,0,0,0
0.002228,0,0,0,0
0.002232,0,0,0,0
0.002236,0,0,0,0
0.002239,0,0,0,0
0.002244,0,0,0,0
0.002248,0,0,0,0
0.002252,0,0,0,0
0.002256,0,0,0,0
0.002259,0,0,0,0
0.002263,0,0,0,0
0.002267,0,0,0,0
0.002271,0,0,0,0
0.002274,0,0,0,0
0.002279,0,0,0,0
0.002283,0,0,0,0
0.002287,0,0,0,0
0.002291,0,0,0,0
0.002294,0,0,0,0
0.002298,0,0,0,0
0.002302,0,0,0,0
0.002306,0,0,0,0
0.002312,0,0,0,0
0.002316,0,0,0,0
0.002321,0,0,0,0
0.002325,0,0,0,0
0.002329,0,0,0,0
0.002332,0,0,0,0
0.002336,0,0,0,0
0.00234,0,0,0,0
0.002344,0,0,0,0
0.002348,0,0,0,0
0.002352,0,0,0,0
0.002356,0,0,0,0
0.00236,0,0,0,0
0.002365,0,0,0,0
0.002368,0,0,0,0
0.002372,0,0,0,0
0.002376,0,0,0,0
0.00238,0,0,0,0
0.002383,0,0,0,0
0.002387,0,0,0,0
0.002391,0,0,0,0
0.002395,0,0,0,0
0.002402,0,0,0,0
0.002406,0,0,0,0
0.002409,0,0,0,0
0.002413,0,0,0,0
0.002417,0,0,0,0
0.002421,0,0,0,0
0.002424,0,0,0,0
0.002428,0,0,0,0
0.002432,0,0,0,0
0.002436,0,0,0,0
0.00244,0,0,0,0
0.002444,0,0,0,0
0.002449,0,0,0,0
0.002452,0,0,0,0
0.002456,0,0,0,0
0.00246,0,0,0,0
0.002464,0,0,0,0
0.002468,0,0,0,0
0.002472,0,0,0,0
0.00248,0,0,0,0
0.002484,0,0,0,0
0.002488,0,0,0,0
0.002492,0,0,0,0
0.002495,0,0,0,0
0.0025,0,0,0,0
0.002503,0,0,0,0
0.002507,0,0,0,0
0.002511,0,0,0,0
0.002515,0,0,0,0
0.002519,0,0,0,0
0.002522,0,0,0,0
0.002526,0,0,0,0
0.00253,0,0,0,0
0.002534,0,0,0,0
0.002539,0,0,0,0
0.002542,0,0,0,0
0.002546,0,0,0,0
0.00255,0,0,0,0
0.002554,0,0,0,0
0.002558,0,0,0,0
0.002562,0,0,0,0
0.002567,0,0,0,0
0.002572,0,0,0,0
0.002576,0,0,0,0
0.00258,0,0,0,0
0.002583,0,0,0,0
0.002587,0,0,0,0
0.002591,0,0,0,0
0.002595,0,0,0,0
0.002598,0,0,0,0
0.002603,0,0,0,0
0.002607,0,0,0,0
0.002611,0,0,0,0
0.002615,0,0,0,0
0.002618,0,0,0,0
0.002623,0,0,0,0
0.002627,0,0,0,0
0.002631,0,0,0,0
0.002636,0,0,0,0
0.00264,0,0,0,0
0.002644,0,0,0,0
0.002647,0,0,0,0
0.002651,0,0,0,0
0.002655,0,0,0,0
0.002659,0,0,0,0
0.002662,0,0,0,0
0.002666,0,0,0,0
0.00267,0,0,0,0
0.002674,0,0,0,0
0.002678,0,0,0,0
0.002681,0,0,0,0
0.002685,0,0,0,0
0.002689,0,0,0,0
0.002694,0,0,0,0
0.002698,0,0,0,0
0.002701,0,0,0,0
0.002706,0,0,0,0
0.00271,0,0,0,0
0.002715,0,0,0,0
0.002719,0,0,0,0
0.002723,0,0,0,0
0.002727,0,0,0,0
0.002731,0,0,0,0
0.002735,0,0,0,0
0.002739,0,0,0,0
0.002743,0,0,0,0
0.002746,0,0,0,0
0.00275,0,0,0,0
0.002754,0,0,0,0
0.002758,0,0,0,0
0.002761,0,0,0,0
0.002765,0,0,0,0
0.002769,0,0,0,0
0.002773,0,0,0,0
0.002776,0,0,0,0
0.00278,0,0,0,0
0.002786,0,0,0,0
0.002795,0,0,0,0
0.002801,0,0,0,0
0.002807,0,0,0,0
0.002813,0,0,0,0
0.00282,0,0,0,0
0.002826,0,0,0,0
0.002832,0,0,0,0
0.002836,0,0,0,0
0.002841,0,0,0,0
0.002845,0,0,0,0
0.002849,0,0,0,0
0.002852,0,0,0,0
0.002856,0,0,0,0
0.00286,0,0,0,0
0.002864,0,0,0,0
0.002868,0,0,0,0
0.002871,0,0,0,0
0.002878,0,0,0,0
0.002882,0,0,0,0
0.002886,0,0,0,0
0.002891,0,0,0,0
0.002895,0,0,0,0
0.0029,0,0,0,0
0.002904,0,0,0,0
0.002907,0,0,0,0
0.002911,0,0,0,0
0.002915,0,0,0,0
0.002919,0,0,0,0
0.002922,0,0,0,0
0.002926,0,0,0,0
0.00293,0,0,0,0
0.002934,0,0,0,0
0.002937,0,0,0,0
0.002941,0,0,0,0
0.002945,0,0,0,0
0.002949,0,0,0,0
0.002953,0,0,0,0
0.002956,0,0,0,0
0.00296,0,0,0,0
0.002965,0,0,0,0
0.00297,0,0,0,0
0.002974,0,0,0,0
0.002978,0,0,0,0
0.002983,0,0,0,0
0.002987,0,0,0,0
0.002991,0,0,0,0
0.002994,0,0,0,0
0.002998,0,0,0,0
0.003002,0,0,0,0
0.003006,0,0,0,0
0.00301,0,0,0,0
0.003014,0,0,0,0
0.003018,0,0,0,0
0.003022,0,0,0,0
0.003026,0,0,0,0
0.003029,0,0,0,0
0.003033,0,0,0,0
0.003037,0,0,0,0
0.003041,0,0,0,0
0.003045,0,0,0,0
0.003049,0,0,0,0
0.003053,0,0,0,0
0.003057,0,0,0,0
0.003061,0,0,0,0
0.003066,0,0,0,0
0.003069,0,0,0,0
0.003073,0,0,0,0
0.003077,0,0,0,0
0.00308,0,0,0,0
0.003084,0,0,0,0
0.003088,0,0,0,0
0.003092,0,0,0,0
0.003097,0,0,0,0
0.0031,0,0,0,0
0.003104,0,0,0,0
0.003108,0,0,0,0
0.003112,0,0,0,0
0.003116,0,0,0,0
0.00312,0,0,0,0
0.003124,0,0,0,0
0.003129,0,0,0,0
0.003132,0,0,0,0
0.003136,0,0,0,0
0.00314,0,0,0,0
0.003144,0,0,0,0
0.003149,0,0,0,0
0.003153,0,0,0,0
0.003156,0,0,0,0
0.00316,0,0,0,0
0.003164,0,0,0,0
0.003168,0,0,0,0
0.003171,0,0,0,0
0.003175,0,0,0,0
0.003179,0,0,0,0
0.003183,0,0,0,0
0.003186,0,0,0,0
0.00319,0,0,0,0
0.003196,0,0,0,0
0.0032,0,0,0,0
0.003204,0,0,0,0
0.003208,0,0,0,0
0.003212,0,0,0,0
0.003216,0,0,0,0
0.003219,0,0,0,0
0.003224,0,0,0,0
0.003228,0,0,0,0
0.003232,0,0,0,0
0.003236,0,0,0,0
0.00324,0,0,0,0
0.003244,0,0,0,0
0.003248,0,0,0,0
0.003252,0,0,0,0
0.003257,0,0,0,0
0.003261,0,0,0,0
0.003265,0,0,0,0
0.003269,0,0,0,0
0.003273,0,0,0,0
0.003278,0,0,0,0
0.003281,0,0,0,0
0.003285,0,0,0,0
0.003289,0,0,0,0
0.003293,0,0,0,0
0.003297,0,0,0,0
0.003301,0,0,0,0
0.003304,0,0,0,0
0.003308,0,0,0,0
0.003312,0,0,0,0
0.003316,0,0,0,0
0.003321,0,0,0,0
0.003325,0,0,0,0
0.003329,0,0,0,0
0.003332,0,0,0,0
0.003336,0,0,0,0
0.00334,0,0,0,0
0.003344,0,0,0,0
0.003347,0,0,0,0
0.003352,0,0,0,0
0.003357,0,0,0,0
0.003361,0,0,0,0
0.003365,0,0,0,0
0.003369,0,0,0,0
0.003373,0,0,0,0
0.003376,0,0,0,0
0.00338,0,0,0,0
0.003385,0,0,0,0
0.003389,0,0,0,0
0.003393,0,0,0,0
0.003397,0,0,0,0
0.003401,0,0,0,0
0.003406,0,0,0,0
0.003409,0,0,0,0
0.003413,0,0,0,0
0.003417,0,0,0,0
0.003421,0,0,0,0
0.003424,0,0,0,0
0.003428,0,0,0,0
0.003433,0,0,0,0
0.003437,0,0,0,0
0.003441,0,0,0,0
0.003445,0,0,0,0
0.003448,0,0,0,0
0.003452,0,0,0,0
0.003456,0,0,0,0
0.00346,0,0,0,0
0.003464,0,0,0,0
0.003468,0,0,0,0
0.003472,0,0,0,0
0.003475,0,0,0,0
0.00348,0,0,0,0
0.003485,0,0,0,0
0.00349,0,0,0,0
0.003494,0,0,0,0
0.003497,0,0,0,0
0.003501,0,0,0,0
0.003505,0,0,0,0
0.003509,0,0,0,0
0.003515,0,0,0,0
0.003519,0,0,0,0
0.003522,0,0,0,0
0.003526,0,0,0,0
0.00353,0,0,0,0
0.003534,0,0,0,0
0.003538,0,0,0,0
0.003541,0,0,0,0
0.003545,0,0,0,0
0.003551,0,0,0,0
0.003554,0,0,0,0
0.003558,0,0,0,0
0.003562,0,0,0,0
0.003566,0,0,0,0
0.00357,0,0,0,0
0.003573,0,0,0,0
0.003578,0,0,0,0
0.003582,0,0,0,0
0.003586,0,0,0,0
0.003591,0,0,0,0
0.003595,0,0,0,0
0.0036,0,0,0,0
0.003607,0,0,0,0
0.003615,0,0,0,0
0.003619,0,0,0,0
0.003623,0,0,0,0
0.003627,0,0,0,0
0.00363,0,0,0,0
0.003634,0,0,0,0
0.003638,0,0,0,0
0.003642,0,0,0,0
0.003647,0,0,0,0
0.003651,0,0,0,0
0.003655,0,0,0,0
0.003659,0,0,0,0
0.003662,0,0,0,0
0.003666,0,0,0,0
0.003672,0,0,0,0
0.003675,0,0,0,0
0.00368,0,0,0,0
0.003685,0,0,0,0
0.003689,0,0,0,0
0.003693,0,0,0,0
0.003696,0,0,0,0
0.0037,0,0,0,0
0.003704,0,0,0,0
0.003708,0,0,0,0
0.003712,0,0,0,0
0.003716,0,0,0,0
0.003719,0,0,0,0
0.003723,0,0,0,0
0.003727,0,0,0,0
0.003731,0,0,0,0
0.003734,0,0,0,0
0.003738,0,0,0,0
0.003743,0,0,0,0
0.003747,0,0,0,0
0.003751,0,0,0,0
0.003756,0,0,0,0
0.00376,0,0,0,0
0.003764,0,0,0,0
0.003769,0,0,0,0
0.003773,0,0,0,0
0.003778,0,0,0,0
0.003781,0,0,0,0
0.003785,0,0,0,0
0.003789,0,0,0,0
0.003793,0,0,0,0
0.003796,0,0,0,0
0.0038,0,0,0,0
0.003804,0,0,0,0
0.003808,0,0,0,0
0.003811,0,0,0,0
0.003815,0,0,0,0
0.003819,0,0,0,0
0.003823,0,0,0,0
0.003826,0,0,0,0
0.00383,0,0,0,0
0.003835,0,0,0,0
0.00384,0,0,0,0
0.003844,0,0,0,0
0.003848,0,0,0,0
0.003852,0,0,0,0
0.003856,0,0,0,0
0.003859,0,0,0,0
0.003863,0,0,0,0
0.003867,0,0,0,0
0.003872,0,0,0,0
0.003876,0,0,0,0
0.003879,0,0,0,0
0.003883,0,0,0,0
0.003887,0,0,0,0
0.003891,0,0,0,0
0.003894,0,0,0,0
0.003898,0,0,0,0
0.003903,0,0,0,0
0.003907,0,0,0,0
0.003914,0,0,0,0
0.003918,0,0,0,0
0.003922,0,0,0,0
0.003926,0,0,0,0
0.003931,0,0,0,0
0.003935,0,0,0,0
0.003939,0,0,0,0
0.003942,0,0,0,0
0.003946,0,0,0,0
0.00395,0,0,0,0
0.003954,0,0,0,0
0.003958,0,0,0,0
0.003967,0,0,0,0
0.003971,0,0,0,0
0.003975,0,0,0,0
0.003979,0,0,0,0
0.003983,0,0,0,0
0.003986,0,0,0,0
0.00399,0,0,0,0
0.003994,0,0,0,0
0.003999,0,0,0,0
0.004003,0,0,0,0
0.004008,0,0,0,0
0.004012,0,0,0,0
0.004016,0,0,0,0
0.004021,0,0,0,0
0.004025,0,0,0,0
0.004028,0,0,0,0
0.004032,0,0,0,0
0.004036,0,0,0,0
0.004041,0,0,0,0
0.004045,0,0,0,0
0.004049,0,0,0,0
0.004052,0,0,0,0
0.004056,0,0,0,0
0.00406,0,0,0,0
0.004064,0,0,0,0
0.004067,0,0,0,0
0.004071,0,0,0,0
0.004076,0,0,0,0
0.00408,0,0,0,0
0.004084,0,0,0,0
0.004087,0,0,0,0
0.004091,0,0,0,0
0.004095,0,0,0,0
0.004099,0,0,0,0
0.004104,0,0,0,0
0.004107,0,0,0,0
0.004111,0,0,0,0
0.004115,0,0,0,0
0.004119,0,0,0,0
0.004122,0,0,0,0
0.004126,0,0,0,0
0.00413,0,0,0,0
0.004141,0,0,0,0
0.004146,0,0,0,0
0.004153,0,0,0,0
0.004157,0,0,0,0
0.004161,0,0,0,0
0.004166,0,0,0,0
0.00417,0,0,0,0
0.004175,0,0,0,0
0.004179,0,0,0,0
0.004183,0,0,0,0
0.004186,0,0,0,0
0.00419,0,0,0,0
0.004194,0,0,0,0
0.004199,0,0,0,0
0.004203,0,0,0,0
0.004206,0,0,0,0
0.00421,0,0,0,0
0.004214,0,0,0,0
0.004218,0,0,0,0
0.004222,0,0,0,0
0.004225,0,0,0,0
0.004229,0,0,0,0
0.004233,0,0,0,0
0.004237,0,0,0,0
0.004242,0,0,0,0
0.004246,0,0,0,0
0.004249,0,0,0,0
0.004253,0,0,0,0
0.004257,0,0,0,0
0.004261,0,0,0,0
0.004265,0,0,0,0
0.004268,0,0,0,0
0.004274,0,0,0,0
0.004277,0,0,0,0
0.004281,0,0,0,0
0.004286,0,0,0,0
0.00429,0,0,0,0
0.004293,0,0,0,0
0.004297,0,0,0,0
0.004302,0,0,0,0
0.004306,0,0,0,0
0.00431,0,0,0,0
0.004314,0,0,0,0
0.004318,0,0,0,0
0.004323,0,0,0,0
0.004327,0,0,0,0
0.00433,0,0,0,0
0.004334,0,0,0,0
0.004338,0,0,0,0
0.004342,0,0,0,0
0.004345,0,0,0,0
0.004349,0,0,0,0
0.004353,0,0,0,0
0.004357,0,0,0,0
0.00436,0,0,0,0
0.004364,0,0,0,0
0.004369,0,0,0,0
0.004373,0,0,0,0
0.004377,0,0,0,0
0.004381,0,0,0,0
0.004385,0,0,0,0
0.004389,0,0,0,0
0.004392,0,0,0,0
0.004397,0,0,0,0
0.004402,0,0,0,0
0.004406,0,0,0,0
0.00441,0,0,0,0
0.004413,0,0,0,0
0.004417,0,0,0,0
0.004421,0,0,0,0
0.004429,0,0,0,0
0.004434,0,0,0,0
0.004438,0,0,0,0
0.004442,0,0,0,0
0.004445,0,0,0,0
0.004449,0,0,0,0
0.004453,0,0,0,0
0.004458,0,0,0,0
0.004461,0,0,0,0
0.004465,0,0,0,0
0.004469,0,0,0,0
0.004473,0,0,0,0
0.004477,0,0,0,0
0.004481,0,0,0,0
0.004485,0,0,0,0
0.004489,0,0,0,0
0.004493,0,0,0,0
0.004496,0,0,0,0
0.0045,0,0,0,0
0.004504,0,0,0,0
0.004508,0,0,0,0
0.004512,0,0,0,0
0.004515,0,0,0,0
0.004521,0,0,0,0
0.004525,0,0,0,0
0.004529,0,0,0,0
0.004536,0,0,0,0
0.00454,0,0,0,0
0.004544,0,0,0,0
0.004551,0,0,0,0
0.004554,0,0,0,0
0.004558,0,0,0,0
0.004565,0,0,0,0
0.00457,0,0,0,0
0.004574,0,0,0,0
0.004578,0,0,0,0
0.004581,0,0,0,0
0.004585,0,0,0,0
0.004591,0,0,0,0
0.004595,0,0,0,0
0.004599,0,0,0,0
0.004603,0,0,0,0
0.004607,0,0,0,0
0.004612,0,0,0,0
0.004617,0,0,0,0
0.004621,0,0,0,0
0.004626,0,0,0,0
0.004631,0,0,0,0
0.004635,0,0,0,0
0.004638,0,0,0,0
0.004643,0,0,0,0
0.004647,0,0,0,0
0.004651,0,0,0,0
0.004655,0,0,0,0
0.004659,0,0,0,0
0.004663,0,0,0,0
0.004666,0,0,0,0
0.004671,0,0,0,0
0.004675,0,0,0,0
0.004679,0,0,0,0
0.004683,0,0,0,0
0.004687,0,0,0,0
0.004691,0,0,0,0
0.004694,0,0,0,0
0.0047,0,0,0,0
0.004703,0,0,0,0
0.004707,0,0,0,0
0.004711,0,0,0,0
0.004715,0,0,0,0
0.004718,0,0,0,0
0.004722,0,0,0,0
0.004728,0,0,0,0
0.004732,0,0,0,0
0.004735,0,0,0,0
0.004739,0,0,0,0
0.004743,0,0,0,0
0.004747,0,0,0,0
0.00475,0,0,0,0
0.004754,0,0,0,0
0.004758,0,0,0,0
0.004762,0,0,0,0
0.004766,0,0,0,0
0.004769,0,0,0,0
0.004773,0,0,0,0
0.004777,0,0,0,0
0.004781,0,0,0,0
0.004785,0,0,0,0
0.004788,0,0,0,0
0.004792,0,0,0,0
0.004797,0,0,0,0
0.004801,0,0,0,0
0.004806,0,0,0,0
0.004811,0,0,0,0
0.004814,0,0,0,0
0.004818,0,0,0,0
0.004822,0,0,0,0
0.004827,0,0,0,0
0.004831,0,0,0,0
0.004835,0,0,0,0
0.004839,0,0,0,0
